"DOI","Link","Author Keywords","Index Keywords"
"10.1080/15389588.2019.1696962","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078596769&doi=10.1080%2f15389588.2019.1696962&partnerID=40&md5=ac84dc56d56675ba47cba1af6bbb95ae","generalized ordered logit model; injury severity; ordinal data; Rollover crashes","Accidents, Traffic; Adult; Air Bags; Female; Humans; Injury Severity Score; Logistic Models; Male; Middle Aged; Probability; Risk Factors; Seat Belts; United States; Wounds and Injuries; Young Adult; adult; airbag; female; human; injury; injury scale; male; middle aged; probability; risk factor; seatbelt; statistical model; traffic accident; United States; young adult"
"10.7250/bjrbe.2023-18.615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172940037&doi=10.7250%2fbjrbe.2023-18.615&partnerID=40&md5=0dea6bf505f751df6389c87605404632","average speed enforcement systems; road accident data; speeding; traffic rules","Accident prevention; Highway accidents; Motor transportation; Safety factor; Average speed; Average speed enforcement system; Engineering measures; Lithuania; Road accident data; Road safety; Safety problems; Speeding; Traffic rules; Vehicle engineering; Roads and streets"
"10.1016/j.iatssr.2023.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165230528&doi=10.1016%2fj.iatssr.2023.07.002&partnerID=40&md5=3ab955b88e5baa671d104c77cc857e5e","Crash severity; Namibia; Road safety; Rollover crash; Sub-Saharan Africa","Highway accidents; Motor transportation; Vehicles; Crash severity; Crash type; Mixed logit; Namibia; Road safety; Road traffic crashes; Rollover crashes; Severity analysis; Sub-saharan africa; Vehicle rollovers; Roads and streets"
"10.19721/j.cnki.1671-8879.2020.02.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083800309&doi=10.19721%2fj.cnki.1671-8879.2020.02.011&partnerID=40&md5=c04e4cd6d07ef401fd1e7b6615738b78","DEA; Effective frontier; Traffic engineering; Traffic safety; Urban expressway",""
"10.14198/jhse.2020.151.07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114430784&doi=10.14198%2fjhse.2020.151.07&partnerID=40&md5=906802da7051cb604363fb6ea7aa9c7d","Arm speed; Cricket; Muscle force",""
"10.1088/1681-7575/ab73b2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084658602&doi=10.1088%2f1681-7575%2fab73b2&partnerID=40&md5=a1a40e49d260f90d2c5eeba6595a0ac1","piezoelectric sensor strips; reference facility; speed measurement; traffic enforcement; transportation; velocity measurement","Motion sensors; Speed; Uncertainty analysis; Approval tests; Commercial traffic; Coverage factors; Inertial motions; Measurement uncertainty; Physikalisch-technische bundesanstalt; Satellite navigation signals; Uncertainty evaluation; Road vehicles"
"10.17267/2238-2704rpf.2022.e4231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126759005&doi=10.17267%2f2238-2704rpf.2022.e4231&partnerID=40&md5=7413f90b5e5078d060a32b8ba7a65447","Bowling; Cricket; Shoulder Internal Rotators; ShoulderExternalRotators",""
"10.1016/j.aap.2021.106507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120156264&doi=10.1016%2fj.aap.2021.106507&partnerID=40&md5=4fbceb4702a0ac7595d476a5a517b467","Causal machine learning; Generalized random forest; Heterogeneous treatment effects; Road safety evaluation; Speed enforcement cameras","Accident Prevention; Accidents, Traffic; Automobile Driving; Humans; Photography; Propensity Score; Safety; Accident prevention; Accidents; Decision trees; Large dataset; Logistic regression; Motor transportation; Random forests; Roads and streets; Speed; Causal machine learning; Generalized random forest; Heterogeneous treatment effect; Machine-learning; Random forests; Road safety analysis; Road safety evaluations; Speed cameras; Speed enforcement camera; Treatment effects; accident prevention; car driving; human; photography; prevention and control; propensity score; safety; traffic accident; Machine learning"
"10.1016/j.engappai.2024.108463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191661144&doi=10.1016%2fj.engappai.2024.108463&partnerID=40&md5=c183657cadda10d04fd937fb63d0161f","Deep learning; Extreme gradient boosting; Metaheuristic optimization; Transportation; Vehicle speed","Adaptive boosting; Deep neural networks; Learning systems; Motor transportation; Optimization; Audio analysis; Deep learning; Extreme gradient boosting; Gradient boosting; Machine learning models; Metaheuristic; Metaheuristic optimization; Road safety; Speed limit; Vehicle speed; Vehicles"
"10.19721/j.cnki.1001-7372.2020.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083761114&doi=10.19721%2fj.cnki.1001-7372.2020.03.001&partnerID=40&md5=19c86e8c149c8629e7833086ce7e08c1","Anti-speeding advertising measure; Anti-speeding countermeasure; Automated speed enforcement system; Intelligent speed adaptation system; PRISMA; Review; Speeding warning sign; Traffic engineering","Automation; Cameras; Marketing; Quality control; Speed control; Countermeasure researches; Electronic database; Environmental conditions; Intelligent speed adaptation systems; Intervention effectiveness; Mobile speed cameras; Quality assessment; Vehicle trajectories; Speed"
"10.1016/j.trpro.2021.12.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123634065&doi=10.1016%2fj.trpro.2021.12.024&partnerID=40&md5=6bdddce52a05c11ed1d24c3e1ecba972","Experimental site; Speed cushions; Speed reduction; Traffic calming",""
"10.1049/icp.2021.0903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174655779&doi=10.1049%2ficp.2021.0903&partnerID=40&md5=185121ba00da4d81a066443411d7c302","AI; ITS; ML; Radar; Smart city; Traffic congestion; Traffic flow","Automation; Motor transportation; Pedestrian safety; Radar; Roads and streets; Street traffic control; Control and management; Hyderabad; ITS; Machine-learning; Management IS; Smart environment; Traffic flow; Traffic light; Traffic monitoring; Urban areas; Traffic congestion"
"10.1080/17457300.2019.1680566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074584350&doi=10.1080%2f17457300.2019.1680566&partnerID=40&md5=13b4319f219ed8925c748690bc049040","speed campaigns; Speed enforcement; speed limiter; traffic calming","Accidents, Traffic; Automobile Driving; Humans; Safety; adoption; Australia; city; comfort; Europe; fatality; human; review; velocity; car driving; legislation and jurisprudence; prevention and control; psychology; safety; traffic accident"
"10.33492/JRS-D-20-00259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139073812&doi=10.33492%2fJRS-D-20-00259&partnerID=40&md5=543e67d27d40baf5f4438756c4fc0d31","Enforcement; LMIC; Road Safety Review; Romania; Safer Road Infrastructure; Safer Speeds",""
"10.1080/19439962.2018.1564945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060906790&doi=10.1080%2f19439962.2018.1564945&partnerID=40&md5=bdc21f15e988266e35c81087f5bbd9eb","automated speed enforcement cameras; chevron signs; delineator posts; empirical Bayes before and after method; Safety evaluation; shoulder rumble strips",""
"10.1080/15389588.2022.2085872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133589329&doi=10.1080%2f15389588.2022.2085872&partnerID=40&md5=f10b6382f3321be91a5f1167ee071564","belt usage; driver; Indian crash data; injuries; Passenger car; regression","Accidents, Traffic; Air Bags; Automobiles; Humans; Protective Devices; Seat Belts; Thoracic Injuries; Wounds and Injuries; airbag; car; human; injury; protective equipment; seatbelt; thorax injury; traffic accident"
"10.1109/ACCESS.2024.3350381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182349891&doi=10.1109%2fACCESS.2024.3350381&partnerID=40&md5=02e7706d954e6b874b7e572ec2709019","DeepSORT; GoodFeatureToTrack; Lucas-Kanade; optical flow; Vehicle speed estimation; vehicle tracking; YOLOv3","Cameras; Learning algorithms; Learning systems; Optical flows; Roads and streets; DeepSORT; Goodfeaturetotrack; Luca-kanade optical flow; Lucas-kanade; Machine learning algorithms; Road; Speed estimation; Vehicle speed; Vehicle speed estimation; YOLO; YOLOv3; Vehicles"
"10.1007/978-981-99-1479-1_53","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168761300&doi=10.1007%2f978-981-99-1479-1_53&partnerID=40&md5=550994797033259f1a5394589de10a5e","Computer vision; Object tracking; Optical flow; Traffic monitoring; Vehicle tracking","Accidents; Computer vision; Edge detection; Intelligent systems; Optical flows; Security systems; Signal detection; Vehicles; Detection algorithm; Object Tracking; Over-speed; Shi tomasi corner detections; Smart technology; Surveillance systems; Traffic monitoring; Vehicle speed measurement; Vehicle surveillances; Video-based systems; Tracking (position)"
"10.7250/bjrbe.2020-15.480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089396295&doi=10.7250%2fbjrbe.2020-15.480&partnerID=40&md5=0e7ed7d3128a59c23b17f2972b97f916","Average speed enforcement systems; Road accidents; Speeding; Traffic rules","Accident prevention; Roads and streets; Traffic control; Average speed; Foreign countries; Good practices; National roads; Road network; Road section; System installation; Traffic safety; Speed"
"10.1016/j.jth.2022.101461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134339197&doi=10.1016%2fj.jth.2022.101461&partnerID=40&md5=b6756887991222df924cd6f85bd79ef0","Automated speed enforcement; Community attitudes; Public opinion; Speed management; Speeding",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165921825&partnerID=40&md5=a09af9f08511125dbe820f91e2eee84b","",""
"10.1038/s41598-024-52265-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182839009&doi=10.1038%2fs41598-024-52265-3&partnerID=40&md5=04474dc27ca9928f23ac6420f6041b7f","","article; camera; female; flow rate; highway; human; low income country; plant seed; risk factor; simulation; total distance traveled; travel; velocity"
"10.1115/JRC2020-8101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094651964&doi=10.1115%2fJRC2020-8101&partnerID=40&md5=cd32682bca7f1a64eac6edb27ae7e9a2","","Cost benefit analysis; Cost effectiveness; Engineers; Equipment testing; Railroad accidents; Transponders; Benefit-cost analysis; Concept of operations; Federal Railroad Administration; Operational impacts; Passenger coach; Passenger terminals; Test equipments; Train management systems; Interoperability"
"10.1080/19439962.2020.1726546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121946877&doi=10.1080%2f19439962.2020.1726546&partnerID=40&md5=baa3eb4d60388fc9ebf8c678ea5fc31d","Before-After Change Model; Before-After Evaluation; Driver Feedback Signs; Empirical Bayes",""
"10.3390/app11093884","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105388611&doi=10.3390%2fapp11093884&partnerID=40&md5=7d0a8c666878b1d7823e897fe112637f","Distance measurement module; Drones; LiDAR; Vehicle velocity estimation",""
"10.1177/03611981231182419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165672478&doi=10.1177%2f03611981231182419&partnerID=40&md5=9a939059635ebc645eabf8eed7a5b146","big data; data analysis; data and data science; safe systems; safety; safety planning; speed data","Large dataset; Open Data; Urban planning; Compensatory behavior; Data and data science; Fixed speed; Health behaviors; SAFER system; Safety planning; Speed cameras; Speed data; Speed management; Traffic crashes; Information management"
"10.3390/electronics11040614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124608070&doi=10.3390%2felectronics11040614&partnerID=40&md5=9041c5d368b95a503c259950195cceab","Artificial intelligence; Internet of things (IoT); Raspberry Pi (RPi) module",""
"10.29252/aassjournal.893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099737280&doi=10.29252%2faassjournal.893&partnerID=40&md5=32f393769e56bc6b3c67d9c488211258","Inertial Sensor; Machine Learning; Throwing Velocity; Tri-axial Accelerometer",""
"10.1016/j.aap.2022.106828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138031315&doi=10.1016%2fj.aap.2022.106828&partnerID=40&md5=c340cab04c6669f5ca04daf08b91debd","Binomial response; COVID-19; Mixed effect binomial model; Speeding; Statistical modeling","Accidents, Traffic; Automobile Driving; COVID-19; Humans; Maine; Pandemics; Rural Population; Regression analysis; Binomial models; Binomial response; Count datum; Mixed effect binomial model; Mixed effects; Roadway facilities; Speeding; Statistic modeling; Traffic counts; Traffic operation; car driving; epidemiology; human; Maine; pandemic; prevention and control; rural population; traffic accident; COVID-19"
"10.1080/21650020.2021.1905055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164096567&doi=10.1080%2f21650020.2021.1905055&partnerID=40&md5=52a470bce87b1f54e4b74c77b1a85e72","Speed enforcement; surrogate measures of safety; traffic flow measurements; traffic safety",""
"10.1007/978-981-19-4293-8_55","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135064646&doi=10.1007%2f978-981-19-4293-8_55&partnerID=40&md5=ea624d4adad2c4fb67e0512ed80547d9","Bangkok metropolitan; Road safety; Road traffic accident; Transportation planning; Vulnerable road users","Accident prevention; Highway accidents; Motor transportation; Roads and streets; Search engines; Urban transportation; Bangkok; Bangkok metropolitan; Road safety; Road traffic accidents; Road users; Thailand; Transportation planning; Urban road traffic; Vulnerable road user; Young children; Geographic information systems"
"10.1109/MHS53471.2021.9767166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130711279&doi=10.1109%2fMHS53471.2021.9767166&partnerID=40&md5=9a7c0bc0a9368fa6669f6c2ed0c64ef1","","Biophysics; Floors; Center of gravity; Floor reaction force; Force moment; Force plate; Four-phase; Ground reaction forces; Joint moment; Motion capture system; Swing speed; Baseball"
"10.1080/19427867.2018.1525821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054299063&doi=10.1080%2f19427867.2018.1525821&partnerID=40&md5=0ab00fd9834251867511f83218b40a9a","crosswalk; micro-simulation; pedestrian gap-acceptance; Pedestrian safety; pedestrian–vehicular interactions","Crosswalks; Developing countries; Video recording; Gap acceptance; Gap size; Lebanon; Microsimulation; Microsimulation models; Mixed traffic; Urban streets; Waiting-time; Pedestrian safety"
"10.1016/j.procs.2016.08.128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988811673&doi=10.1016%2fj.procs.2016.08.128&partnerID=40&md5=8540382788f1de99374baa0fa327e3b7","Baseball pitching analysis; Image processing; Mobile computing; Sports; Velocity measurement","Data acquisition; Image analysis; Knowledge based systems; Mobile computing; Radar; Radar imaging; Signal encoding; Smartphones; Speed; Sports; Velocity measurement; Ball trajectories; Baseball pitching analysis; Conventional equipment; Image processing technique; Measuring method; Near-real time; Real time analysis; Smart-phone applications; Image processing"
